,height,geometry
6963,20.95,"POLYGON ((370240.2070000004 3284771.414899999, 370240.3715000004 3284764.448799999, 370236.0807999996 3284764.345799999, 370235.9165000003 3284771.3026, 370240.2070000004 3284771.414899999))"
6964,20.78,"POLYGON ((370227.1211000001 3284771.0723, 370231.6711999997 3284771.191400001, 370231.8726000004 3284762.6647, 370227.1371999998 3284762.551100001, 370227.1211000001 3284771.0723))"
6965,28.59,"POLYGON ((370226.1464 3284759.9684, 370211.5164000001 3284759.9868, 370214.1460999995 3284771.9926, 370219.0630999999 3284772.0448, 370218.9752000002 3284765.448799999, 370226.1604000004 3284765.4681, 370226.1464 3284759.9684))"
6966,21.77,"POLYGON ((370226.1771999998 3284772.120200001, 370226.1604000004 3284765.4681, 370218.9752000002 3284765.448799999, 370219.0630999999 3284772.0448, 370226.1771999998 3284772.120200001))"
6967,23.71,"POLYGON ((370225.6402000003 3284730.5463, 370215.3700999999 3284727.779999999, 370214.3244000003 3284731.482000001, 370224.5414000005 3284734.1063, 370225.6402000003 3284730.5463))"
6968,25.79,"POLYGON ((370209.4721999997 3284736.2962, 370207.0153999999 3284744.74, 370214.6216000002 3284747.0057, 370217.0804000003 3284738.458900001, 370209.4721999997 3284736.2962))"
6969,24.64,"POLYGON ((370224.6260000002 3284754.9443, 370226.0351999998 3284747.051000001, 370221.8491000002 3284746.4167, 370220.6950000003 3284754.346100001, 370224.6260000002 3284754.9443))"
6970,24.16,"POLYGON ((370284.8776000002 3284763.621099999, 370284.8767999997 3284760.622, 370278.2468999997 3284760.5023, 370278.1189999999 3284764.8518, 370284.6789999995 3284764.906099999, 370284.7169000003 3284763.615499999, 370284.8776000002 3284763.621099999))"
6971,23.68,"POLYGON ((370277.5310000004 3284759.646600001, 370274.8726000004 3284759.5562, 370274.8187999995 3284762.216, 370277.4891999997 3284762.280300001, 370277.5310000004 3284759.646600001))"
6972,25.78,"POLYGON ((370216.0692999996 3284747.617799999, 370220.7942000004 3284748.7612, 370223.0893000001 3284740.009400001, 370218.3031000001 3284738.918400001, 370216.0692999996 3284747.617799999))"
6973,20.78,"POLYGON ((370227.1211000001 3284771.0723, 370227.1184999999 3284772.454600001, 370231.6388999997 3284772.5614, 370231.6711999997 3284771.191400001, 370227.1211000001 3284771.0723))"
6974,26.84,"POLYGON ((370240.1752000004 3284772.763, 370240.2070000004 3284771.414899999, 370235.9165000003 3284771.3026, 370235.8843999999 3284772.661699999, 370240.1752000004 3284772.763))"
6975,21.0,"POLYGON ((370244.6202999996 3284771.530400001, 370240.2070000004 3284771.414899999, 370240.1752000004 3284772.763, 370244.5895999996 3284772.8673, 370244.6202999996 3284771.530400001))"
6976,26.86,"POLYGON ((370277.8707999997 3284773.293299999, 370290.1542999996 3284773.563999999, 370290.1858999999 3284772.7589, 370277.8940000003 3284772.5043, 370277.8707999997 3284773.293299999))"
6977,22.03,"POLYGON ((370213.5756999999 3284771.9866, 370214.1460999995 3284771.9926, 370211.5164000001 3284759.9868, 370211.0219999999 3284759.987500001, 370213.5756999999 3284771.9866))"
6978,27.45,"POLYGON ((370226.6836000001 3284746.2476, 370225.1993000004 3284755.605900001, 370225.8539000005 3284755.663699999, 370227.3311000001 3284746.3507, 370226.6836000001 3284746.2476))"
6979,22.34,"POLYGON ((370239.9648000002 3284756.9109, 370240.7819999997 3284756.983100001, 370242.1213999996 3284748.705499999, 370241.2413999997 3284748.565400001, 370239.9648000002 3284756.9109))"
6980,22.08,"POLYGON ((370210.8772 3284726.886299999, 370210.3343000002 3284726.7194, 370210.1891000001 3284726.8147, 370209.3991999999 3284729.878599999, 370210.0329999998 3284730.049900001, 370210.8772 3284726.886299999))"
6981,22.3,"POLYGON ((370209.8184000002 3284730.3246, 370208.8722000001 3284730.026900001, 370206.7171 3284735.429400001, 370208.0897000004 3284735.903200001, 370209.8184000002 3284730.3246))"
6982,24.99,"POLYGON ((370206.6256999997 3284741.8905, 370205.5411 3284741.578, 370204.8744000001 3284743.8916, 370205.9309 3284744.1961, 370206.6256999997 3284741.8905))"
6983,27.03,"POLYGON ((370216.0366000002 3284722.698799999, 370217.3981999997 3284719.2072, 370215.3798000002 3284718.445599999, 370214.0305000003 3284721.693600001, 370216.0366000002 3284722.698799999))"
6984,22.79,"POLYGON ((370214.7187999999 3284726.0779, 370215.9411000004 3284722.943700001, 370213.9243000001 3284722.127499999, 370212.6297000004 3284725.2908, 370214.7187999999 3284726.0779))"
6985,23.57,"POLYGON ((370212.6717999997 3284772.1776, 370213.5756999999 3284771.9866, 370212.2219000002 3284765.625600001, 370211.3349000001 3284765.7841, 370212.6717999997 3284772.1776))"
6986,23.22,"POLYGON ((370210.3586999997 3284765.7512, 370212.1766999997 3284765.413000001, 370211.0667000003 3284760.1974, 370209.1801000005 3284760.534600001, 370210.3586999997 3284765.7512))"
6987,22.37,"POLYGON ((370287.2544999998 3284759.118799999, 370287.3901000004 3284756.832, 370280.3016999997 3284756.222899999, 370280.1036 3284759.1646, 370287.2544999998 3284759.118799999))"
6988,25.19,"POLYGON ((370258.8667000001 3284735.4592, 370259.5702 3284732.543299999, 370251.0152000003 3284730.4486, 370250.3471999997 3284733.289799999, 370258.8667000001 3284735.4592))"
6989,29.73,"POLYGON ((370249.4025999997 3284737.3068, 370257.8799000001 3284739.5491, 370258.8667000001 3284735.4592, 370250.3471999997 3284733.289799999, 370249.4025999997 3284737.3068))"
6990,24.58,"POLYGON ((370259.5702 3284732.543299999, 370259.8534000004 3284731.369200001, 370251.2916999999 3284729.2728, 370251.0152000003 3284730.4486, 370259.5702 3284732.543299999))"
6991,25.58,"POLYGON ((370214.023 3284749.0866, 370213.585 3284750.608899999, 370216.3772999998 3284751.3081, 370216.8030000003 3284749.7016, 370214.023 3284749.0866))"
6992,23.35,"POLYGON ((370215.8728 3284753.212200001, 370216.1984999999 3284751.982799999, 370213.3820000002 3284751.3147, 370213.0329 3284752.528000001, 370215.8728 3284753.212200001))"
6993,26.13,"POLYGON ((370212.1129999999 3284755.7256, 370214.9970000004 3284756.5175, 370215.4201999996 3284754.9202, 370212.5685999999 3284754.142200001, 370212.1129999999 3284755.7256))"
6994,23.49,"POLYGON ((370211.5060999999 3284757.8353, 370214.6216000002 3284747.0057, 370205.5558000002 3284744.305199999, 370202.6767999995 3284755.428400001, 370211.5060999999 3284757.8353))"
6995,24.3,"POLYGON ((370217.2775999997 3284747.9102, 370214.6289999997 3284757.906300001, 370219.4792999998 3284757.702199999, 370221.1730000004 3284748.8529, 370217.2775999997 3284747.9102))"
6996,23.48,"POLYGON ((370211.6618999997 3284736.9186, 370213.1608999996 3284731.1832, 370210.5263999999 3284730.5065, 370209.0449999999 3284736.174699999, 370211.6618999997 3284736.9186))"
6997,22.42,"POLYGON ((370230.8913000003 3284741.554300001, 370231.9559000004 3284737.9475, 370230.3463000003 3284737.680400001, 370229.3819000004 3284741.2316, 370230.8913000003 3284741.554300001))"
6998,24.27,"POLYGON ((370214.3244000003 3284731.482000001, 370212.8879000004 3284737.211999999, 370222.8470999999 3284739.5955, 370224.5414000005 3284734.1063, 370214.3244000003 3284731.482000001))"
6999,23.91,"POLYGON ((370229.4002999999 3284741.163899999, 370231.8164999997 3284732.2675, 370226.9780999999 3284730.8376, 370224.4414999997 3284739.9771, 370229.4002999999 3284741.163899999))"
7000,33.86,"POLYGON ((370236.1242000004 3284762.5096, 370236.1796000004 3284760.1657, 370231.9340000004 3284760.0638, 370231.8787000002 3284762.4077, 370236.1242000004 3284762.5096))"
7001,27.21,"POLYGON ((370231.6711999997 3284771.191400001, 370235.9165000003 3284771.3026, 370236.1242000004 3284762.5096, 370231.8787000002 3284762.4077, 370231.6711999997 3284771.191400001))"
7002,26.84,"POLYGON ((370235.8843999999 3284772.661699999, 370235.9165000003 3284771.3026, 370231.6711999997 3284771.191400001, 370231.6388999997 3284772.5614, 370235.8843999999 3284772.661699999))"
7003,21.82,"POLYGON ((370240.6074000001 3284724.410499999, 370237.9045000002 3284734.2656, 370249.4025999997 3284737.3068, 370250.8735999996 3284730.413899999, 370248.4093000004 3284729.8105, 370249.2446999997 3284726.8387, 370240.6074000001 3284724.410499999))"
7004,22.15,"POLYGON ((370237.9045000002 3284734.2656, 370240.6074000001 3284724.410499999, 370239.8377 3284724.1941, 370237.1369000003 3284734.0625, 370237.9045000002 3284734.2656))"
7005,20.12,"POLYGON ((370249.2446999997 3284726.8387, 370248.4093000004 3284729.8105, 370250.8735999996 3284730.413899999, 370251.1259000003 3284729.2322, 370249.0629000003 3284728.7271, 370249.5681999996 3284726.9296, 370249.2446999997 3284726.8387))"
7006,27.38,"POLYGON ((370224.6524999999 3284721.4374, 370225.2824999997 3284719.220799999, 370223.6079000002 3284718.582, 370222.8690999998 3284720.7915, 370224.6524999999 3284721.4374))"
7007,28.2,"POLYGON ((370221.7713000001 3284728.438300001, 370223.091 3284725.1425, 370221.9774000002 3284724.7392, 370223.5045999996 3284721.0217, 370218.6706999997 3284719.2711, 370215.7578999996 3284726.8583, 370221.7713000001 3284728.438300001))"
7008,22.77,"POLYGON ((370233.3306999998 3284721.107899999, 370226.2293999996 3284719.103399999, 370223.3054999998 3284728.660599999, 370230.5892000003 3284730.716600001, 370233.3306999998 3284721.107899999))"
7009,20.44,"POLYGON ((370282.4528999999 3284737.155200001, 370289.8973000003 3284737.962200001, 370290.0338000003 3284736.760199999, 370282.5839999998 3284736.0012, 370282.4528999999 3284737.155200001))"
7010,26.34,"POLYGON ((370282.4528999999 3284737.155200001, 370281.5384 3284745.2059, 370288.9879000001 3284745.9682, 370289.8973000003 3284737.962200001, 370282.4528999999 3284737.155200001))"
7011,20.92,"POLYGON ((370247.2533 3284759.8397, 370245.0181999998 3284759.862299999, 370245.0346999997 3284761.4978, 370247.2120000003 3284761.5503, 370247.2533 3284759.8397))"
7012,27.39,"POLYGON ((370244.8505999995 3284761.4934, 370244.6218999997 3284771.459100001, 370269.5421000002 3284772.1161, 370270.0712000001 3284762.101500001, 370244.8505999995 3284761.4934))"
7013,30.52,"POLYGON ((370270.0712000001 3284762.101500001, 370269.5421000002 3284772.1161, 370276.8509 3284772.308700001, 370277.1456000004 3284762.2721, 370270.0712000001 3284762.101500001))"
7014,21.52,"POLYGON ((370365.6519999998 3284913.4888, 370367.9879999999 3284913.2883, 370365.2934999997 3284886.7907, 370363.0072999997 3284886.692600001, 370365.6519999998 3284913.4888))"
7015,37.11,"POLYGON ((370290.3221000005 3284894.675100001, 370293.5447000004 3284894.830399999, 370294.0048000002 3284888.5943, 370290.7752 3284888.366, 370290.3221000005 3284894.675100001))"
7016,36.16,"POLYGON ((370296.3501000004 3284897.516100001, 370293.3629999999 3284897.294199999, 370293.5447000004 3284894.830399999, 370290.3221000005 3284894.675100001, 370290.1512000002 3284897.055600001, 370287.2664000001 3284896.8412, 370286.8229999999 3284904.0646, 370295.8667000001 3284904.7444, 370296.3501000004 3284897.516100001))"
7017,29.78,"POLYGON ((370302.2917999998 3284897.9575, 370302.5669 3284894.4022, 370300.7755000005 3284894.275599999, 370301.3726000004 3284886.7807, 370297.7466000002 3284886.516000001, 370297.9009999996 3284885.0133, 370294.0367000001 3284884.6578, 370293.7369999997 3284888.5754, 370294.0048000002 3284888.5943, 370293.3629999999 3284897.294199999, 370302.2917999998 3284897.9575))"
7018,21.0,"POLYGON ((370336.0708999997 3284887.315300001, 370335.8596999999 3284891.076400001, 370341.1525999997 3284891.4617, 370341.3289000001 3284887.658500001, 370336.0708999997 3284887.315300001))"
7019,28.0,"POLYGON ((370296.3532999996 3284920.3784, 370298.1687000003 3284920.3486, 370298.0990000004 3284916.611400001, 370297.9862000002 3284916.612600001, 370296.2954000002 3284916.629799999, 370296.3532999996 3284920.3784))"
7020,24.86,"POLYGON ((370326.6630999995 3284877.2399, 370324.7061000001 3284877.061000001, 370324.0049000001 3284885.8617, 370326.0223000003 3284886.035599999, 370326.6630999995 3284877.2399))"
7021,22.85,"POLYGON ((370359.5368999997 3284940.320499999, 370359.4422000004 3284941.7829, 370360.4068999998 3284941.808599999, 370360.4184999997 3284940.316099999, 370359.5368999997 3284940.320499999))"
7022,24.81,"POLYGON ((370337.5427999999 3284931.879799999, 370337.2982000001 3284935.213500001, 370338.6668999996 3284935.3126, 370338.9069999997 3284932.1852, 370338.7570000002 3284931.9388, 370337.5427999999 3284931.879799999))"
7023,23.04,"POLYGON ((370329.0263999999 3284903.5272, 370325.6463000001 3284903.160399999, 370324.9000000004 3284911.6916, 370325.0789999999 3284911.7104, 370324.9874 3284912.3029, 370326.1777999997 3284912.4595, 370327.0761000002 3284912.3905, 370327.8397000004 3284911.754699999, 370329.0263999999 3284903.5272))"
7024,21.52,"POLYGON ((370365.7752 3284914.7371, 370363.2282999996 3284888.931399999, 370354.7583999997 3284889.7874, 370357.8437000001 3284918.598099999, 370365.7752 3284914.7371))"
7025,29.93,"POLYGON ((370258.7450000001 3284923.0941, 370256.4654999999 3284923.0955, 370256.6078000003 3284925.7322, 370258.8808000004 3284925.6095, 370258.7450000001 3284923.0941))"
7026,24.81,"POLYGON ((370282.1503999997 3284943.285, 370267.0190000003 3284943.2357, 370267.4992000004 3284952.5954, 370272.3392000003 3284952.425899999, 370272.3070999999 3284951.7995, 370282.4549000002 3284951.1997, 370282.1503999997 3284943.285))"
7027,22.51,"POLYGON ((370324.9000000004 3284911.6916, 370326.9703000002 3284888.0254, 370319.1106000002 3284887.314999999, 370316.8947999999 3284910.849400001, 370324.9000000004 3284911.6916))"
7028,23.4,"POLYGON ((370331.6759000001 3284924.146600001, 370330.6015999997 3284938.7864, 370337.0105999997 3284939.1324, 370338.0832000002 3284924.516799999, 370331.6759000001 3284924.146600001))"
7029,26.99,"POLYGON ((370360.3757999996 3284945.8178, 370360.4068999998 3284941.808599999, 370359.4422000004 3284941.7829, 370359.5368999997 3284940.320499999, 370330.7511999998 3284940.4638, 370330.7450999999 3284945.868799999, 370332.5744000003 3284945.953500001, 370360.3757999996 3284945.8178))"
7030,31.74,"POLYGON ((370331.2939999998 3284962.9234, 370331.5 3284958.3268, 370328.5882000001 3284957.971999999, 370326.3574999999 3284967.0143, 370326.9540999997 3284967.161499999, 370330.2204999998 3284967.967399999, 370331.2284000004 3284964.3884, 370331.2939999998 3284962.9234))"
7031,33.36,"POLYGON ((370363.5242999997 3284970.770400001, 370365.1777999997 3284964.1227, 370353.1721999999 3284963.697799999, 370352.0959999999 3284968.004899999, 370363.5242999997 3284970.770400001))"
7032,29.33,"POLYGON ((370330.2204999998 3284967.967399999, 370326.9540999997 3284967.161499999, 370323.7505000001 3284974.8386, 370327.9812000003 3284975.919199999, 370330.2204999998 3284967.967399999))"
7033,31.74,"POLYGON ((370331.2284000004 3284964.3884, 370327.9812000003 3284975.919199999, 370337.8743000003 3284978.4461, 370340.9221000001 3284965.8804, 370331.2284000004 3284964.3884))"
7034,27.03,"POLYGON ((370336.3755000001 3284988.847100001, 370338.9435000001 3284978.7192, 370322.7487000003 3284974.582699999, 370318.8994000005 3284984.375700001, 370336.3755000001 3284988.847100001))"
7035,27.03,"POLYGON ((370336.3755000001 3284988.847100001, 370336.5208999999 3284988.884299999, 370339.9238999998 3284988.648, 370343.5595000004 3284989.6778, 370346.9982000003 3284991.4746, 370357.7199999997 3284994.1052, 370363.5242999997 3284970.770400001, 370352.0959999999 3284968.004899999, 370348.0338000003 3284984.261499999, 370338.3459000001 3284981.7684, 370336.3755000001 3284988.847100001))"
7036,27.84,"POLYGON ((370323.8302999996 3284996.0495, 370330.7602000004 3284994.948799999, 370329.7406000001 3284989.267899999, 370326.5509000001 3284989.8573, 370326.3290999997 3284988.6215, 370322.5942000002 3284989.283299999, 370323.8302999996 3284996.0495))"
7037,24.35,"POLYGON ((370261.7119000005 3284968.103499999, 370261.7823999999 3284969.5974, 370265.5116999997 3284969.421599999, 370265.4413000001 3284967.9277, 370261.7119000005 3284968.103499999))"
7038,25.45,"POLYGON ((370256.8693000004 3284983.851199999, 370256.8875000002 3284984.135399999, 370257.3268999998 3284987.6228, 370261.7238999996 3284987.140699999, 370261.3509 3284983.4264, 370256.8693000004 3284983.851199999))"
7039,24.08,"POLYGON ((370257.1749 3284987.6395, 370257.6722999997 3284990.520099999, 370260.7149999999 3284990.1865, 370260.3969999999 3284987.2862, 370257.3268999998 3284987.6228, 370257.1749 3284987.6395))"
7040,25.39,"POLYGON ((370270.1961000003 3284976.622, 370266.7781999996 3284976.7322, 370267.1262999997 3284981.886299999, 370270.4835999999 3284981.881999999, 370270.4429000001 3284981.136700001, 370270.1961000003 3284976.622))"
7041,30.04,"POLYGON ((370207.8410999998 3284863.5473, 370208.9497999996 3284863.4245, 370207.4912999999 3284856.5624, 370206.9683999997 3284856.668400001, 370207.1793999998 3284858.362, 370207.8410999998 3284863.5473))"
7042,25.49,"POLYGON ((370197.0477999998 3284883.350199999, 370196.0765000004 3284883.5024, 370196.8459999999 3284889.1318, 370197.9485999998 3284888.918099999, 370197.0477999998 3284883.350199999))"
7043,24.6,"POLYGON ((370189.2983999997 3284884.4058, 370186.4298999999 3284884.8805, 370187.3393000001 3284889.942199999, 370190.193 3284889.465399999, 370189.2983999997 3284884.4058))"
7044,24.79,"POLYGON ((370201.8744000001 3284859.438300001, 370207.1793999998 3284858.362, 370206.9683999997 3284856.668400001, 370206.3946000002 3284853.9767, 370200.9085999997 3284854.5561, 370201.8744000001 3284859.438300001))"
7045,26.32,"POLYGON ((370207.3614999996 3284868.4608, 370207.3585000001 3284868.4321, 370209.3059 3284868.1952, 370208.3427999998 3284863.491699999, 370207.8410999998 3284863.5473, 370207.1793999998 3284858.362, 370201.8744000001 3284859.438300001, 370203.7768999999 3284869.0561, 370207.3614999996 3284868.4608))"
7046,23.82,"POLYGON ((370205.0489999996 3284868.844799999, 370205.4343999997 3284870.850400001, 370207.5763999997 3284870.502, 370207.3614999996 3284868.4608, 370205.0489999996 3284868.844799999))"
7047,24.38,"POLYGON ((370195.0798000004 3284883.658600001, 370197.0477999998 3284883.350199999, 370196.5088999998 3284880.019099999, 370194.5460999999 3284880.3289, 370195.0798000004 3284883.658600001))"
7048,27.6,"POLYGON ((370197.8507000003 3284888.312999999, 370214.8134000003 3284885.3738, 370213.0625 3284873.636499999, 370195.8756999997 3284876.1054, 370197.8507000003 3284888.312999999))"
7049,23.24,"POLYGON ((370179.4524999997 3284862.559, 370178.7677999996 3284856.866, 370172.7744000005 3284857.7459, 370173.7120000003 3284863.3072, 370179.4524999997 3284862.559))"
7050,19.62,"POLYGON ((370093.3359000003 3284703.3202, 370093.5131999999 3284702.119000001, 370050.7852999996 3284695.679199999, 370050.5994999995 3284696.920399999, 370093.3359000003 3284703.3202))"
7051,21.45,"POLYGON ((370194.1346000005 3284711.744200001, 370194.3673999999 3284710.648700001, 370171.6404999997 3284705.8182, 370171.4075999996 3284706.913699999, 370194.1346000005 3284711.744200001))"
7052,24.34,"POLYGON ((370080.1597999996 3284797.8401, 370071.9567999998 3284803.051899999, 370076.824 3284810.7256, 370085.0313999997 3284805.5208, 370080.1597999996 3284797.8401))"
7053,21.37,"POLYGON ((369558.3735999996 3285033.9683, 369558.6354 3285033.901000001, 369558.8913000003 3285036.4133, 369567.3031000001 3285035.6303, 369566.8727000002 3285031.4056, 369557.9286000002 3285032.2382, 369558.3735999996 3285033.9683))"
7054,29.27,"POLYGON ((369609.1826999998 3285056.546700001, 369613.0186999999 3285055.8851, 369611.0954 3285045.302200001, 369607.5186999999 3285045.916099999, 369609.1826999998 3285056.546700001))"
7055,0.0,"POLYGON ((369611.3351999996 3285045.2611, 369611.1217999998 3285044.0178, 369607.2188999997 3285044.5923, 369607.4482000005 3285045.928200001, 369611.3351999996 3285045.2611))"
7056,24.84,"POLYGON ((369622.2761000004 3285044.1545, 369612.6579 3285045.596899999, 369613.6037999997 3285052.2982, 369623.2220000001 3285050.855699999, 369622.2761000004 3285044.1545))"
7057,22.57,"POLYGON ((369611.2549000001 3285046.18, 369612.3097000001 3285051.983899999, 369613.5425000004 3285051.864, 369612.7111999998 3285045.974400001, 369611.2549000001 3285046.18))"
7058,22.01,"POLYGON ((369644.2537000002 3285051.0448, 369647.1409999998 3285050.9038, 369647.0366000002 3285048.206599999, 369643.9590999996 3285048.2468, 369644.2537000002 3285051.0448))"
7059,23.14,"POLYGON ((369643.9590999996 3285048.2468, 369637.4689999996 3285048.3314, 369637.5044 3285051.5931, 369644.2789000003 3285051.284499999, 369643.9590999996 3285048.2468))"
7060,22.08,"POLYGON ((369637.8064999999 3285054.0649, 369637.0839999998 3285049.123400001, 369633.1119999997 3285049.7618, 369633.7971000001 3285054.529100001, 369637.8064999999 3285054.0649))"
7061,21.05,"POLYGON ((369671.7564000003 3284755.3377, 369672.7104000002 3284753.277899999, 369670.8077999996 3284752.4005, 369669.8305000002 3284754.7432, 369671.7564000003 3284755.3377))"
7062,19.95,"POLYGON ((369677.375 3284734.6636, 369671.8728999998 3284733.7609, 369671.3512000004 3284737.160599999, 369678.0602000002 3284738.862600001, 369677.375 3284734.6636))"
7063,19.3,"POLYGON ((369792.4122000001 3284770.759400001, 369795.7721999995 3284770.929400001, 369795.7863999996 3284768.8303, 369791.5824999996 3284768.6176, 369791.6056000004 3284769.7336, 369792.4619000005 3284769.776900001, 369792.4122000001 3284770.759400001))"
7064,19.87,"POLYGON ((369787.9258000003 3284771.850500001, 369788.1891000001 3284769.3344, 369789.2786999997 3284769.4484, 369789.2812999999 3284766.6413, 369786.2762000002 3284766.638599999, 369786.2763 3284766.583699999, 369785.6782999998 3284766.558599999, 369785.2169000003 3284771.5671, 369787.9258000003 3284771.850500001))"
7065,19.79,"POLYGON ((369795.7608000003 3284772.670299999, 369785.2169000003 3284771.5671, 369784.5193999996 3284779.1372, 369795.3676000005 3284780.319599999, 369795.7483999999 3284774.543500001, 369795.7608000003 3284772.670299999))"
7066,20.61,"POLYGON ((369728.7347999997 3284970.3967, 369731.5290999999 3284970.9552, 369731.7699999996 3284969.749600001, 369733.7664999999 3284970.1876, 369735.1012000004 3284965.3465, 369729.8092 3284964.1875, 369728.7347999997 3284970.3967))"
7067,20.78,"POLYGON ((369739.9905000003 3284970.4838, 369745.4281000001 3284971.4877, 369746.2750000004 3284967.617799999, 369742.6979999999 3284966.5789, 369740.8903000001 3284966.304199999, 369740.8092 3284966.520500001, 369739.9905000003 3284970.4838))"
7068,20.37,"POLYGON ((369511.5316000003 3284970.330499999, 369514.4617999997 3284963.7578, 369506.7070000004 3284965.3686, 369508.9846000001 3284968.555600001, 369509.3876 3284968.1578, 369511.5316000003 3284970.330499999))"
7069,22.46,"POLYGON ((370309.9280000003 3284736.686100001, 370309.1160000004 3284739.1559, 370310.5377000002 3284740.181299999, 370310.4320999999 3284740.431399999, 370311.7849000003 3284741.414799999, 370313.1237000003 3284741.499199999, 370313.4011000004 3284737.099099999, 370309.9280000003 3284736.686100001))"
7070,20.87,"POLYGON ((369498.8816 3284955.729499999, 369498.1688999999 3284951.336200001, 369497.0745000001 3284951.4353, 369497.1030000001 3284952.311799999, 369497.1710999999 3284953.918500001, 369497.2423999999 3284954.4278, 369497.2582999999 3284954.5096, 369497.3164999997 3284954.7226, 369497.3776000002 3284954.922, 369497.5445999997 3284955.2752, 369497.983 3284955.9256, 369498.8816 3284955.729499999))"
7071,20.59,"POLYGON ((369520.5713 3284962.4888, 369514.4617999997 3284963.7578, 369514.3907000003 3284963.917300001, 369520.4551999997 3284966.6209, 369520.5713 3284962.4888))"
7072,20.22,"POLYGON ((369549.0906999996 3284979.3869, 369514.3907000003 3284963.917300001, 369511.2691000002 3284970.919399999, 369546.3833999997 3284985.5538, 369549.0906999996 3284979.3869))"
7073,19.86,"POLYGON ((369557.5175999999 3284975.4734, 369553.7078999998 3284973.6842, 369552.9787999997 3284975.2368, 369556.8026999999 3284976.9957, 369557.5175999999 3284975.4734))"
7074,19.52,"POLYGON ((369552.0415000003 3284972.6656, 369550.1869000001 3284976.889900001, 369551.8578000003 3284977.623500001, 369553.8141999999 3284973.457900001, 369552.0415000003 3284972.6656))"
7075,20.07,"POLYGON ((369552.2099000001 3284991.2598, 369552.0395999998 3284991.179300001, 369553.2317000004 3284988.759099999, 369548.3179000001 3284986.259, 369549.1656999998 3284984.487500001, 369547.4872000003 3284983.6088, 369544.4620000003 3284990.2717, 369551.1380000003 3284993.060799999, 369552.2099000001 3284991.2598))"
7076,21.09,"POLYGON ((369590.3191999998 3285067.7655, 369590.3335999995 3285072.650599999, 369593.1326000001 3285072.5239, 369592.9540999997 3285067.4343, 369590.3191999998 3285067.7655))"
7077,21.89,"POLYGON ((369808.9324000003 3284801.7992, 369811.2982999999 3284793.535, 369804.3079000004 3284791.5337, 369801.9419 3284799.797900001, 369808.9324000003 3284801.7992))"
7078,21.27,"POLYGON ((369801.0012999997 3284790.587099999, 369798.9708000002 3284797.985200001, 369799.1812000005 3284798.0469, 369798.9162999997 3284798.931700001, 369801.9419 3284799.797900001, 369804.3079000004 3284791.5337, 369801.0012999997 3284790.587099999))"
7079,19.59,"POLYGON ((369790.8230999997 3284807.345799999, 369790.0042000003 3284810.4846, 369807.9326999998 3284815.1622, 369808.3778999997 3284811.9538, 369790.8230999997 3284807.345799999))"
7080,26.0,"POLYGON ((369826.4837999996 3284778.430199999, 369822.6365 3284777.363399999, 369821.5400999999 3284781.8302, 369825.4310999997 3284783.146600001, 369825.9126000004 3284781.474099999, 369825.3168000001 3284781.2269, 369826.4837999996 3284778.430199999))"
7081,22.9,"POLYGON ((369822.0700000003 3284774.969799999, 369820.3000999996 3284782.3706, 369825.1555000003 3284784.103800001, 369825.4310999997 3284783.146600001, 369821.5400999999 3284781.8302, 369822.6365 3284777.363399999, 369826.4837999996 3284778.430199999, 369827.3071999997 3284776.4309, 369822.0700000003 3284774.969799999))"
7082,21.89,"POLYGON ((369808.9324000003 3284801.7992, 369819.6036999999 3284804.8542, 369821.8812999995 3284796.5647, 369811.2982999999 3284793.535, 369808.9324000003 3284801.7992))"
7083,18.87,"POLYGON ((369830.9956999999 3284782.6174, 369832.7569000004 3284778.690300001, 369827.3071999997 3284776.4309, 369825.4079 3284781.0087, 369830.9956999999 3284782.6174))"
7084,26.94,"POLYGON ((369832.8590000002 3284778.4625, 369830.9818000002 3284782.648399999, 369835.9175000004 3284783.817500001, 369837.3092 3284780.7141, 369832.8590000002 3284778.4625))"
7085,19.6,"POLYGON ((369807.7511999998 3284816.4704, 369810.4145 3284816.9267, 369810.7779999999 3284813.323100001, 369808.2481000004 3284812.889599999, 369807.7511999998 3284816.4704))"
7086,21.12,"POLYGON ((369813.2429999998 3284818.808700001, 369813.7251000004 3284815.6755, 369810.5954 3284815.132999999, 369810.2708000001 3284818.351299999, 369813.2429999998 3284818.808700001))"
7087,19.58,"POLYGON ((369787.2890999997 3284818.106899999, 369790.6874000002 3284819.5218, 369793.6308000004 3284812.3343, 369790.2742999997 3284810.936899999, 369787.2890999997 3284818.106899999))"
7088,21.83,"POLYGON ((369813.7251000004 3284815.6755, 369812.8874000004 3284821.1195, 369817.4252000004 3284821.3972, 369818.1865999997 3284816.448899999, 369813.7251000004 3284815.6755))"
7089,21.54,"POLYGON ((369786.3232000005 3284820.4268, 369789.7433000002 3284821.827299999, 369790.6874000002 3284819.5218, 369787.2890999997 3284818.106899999, 369786.3232000005 3284820.4268))"
7090,21.54,"POLYGON ((369786.3232000005 3284820.4268, 369785.1656999998 3284823.207, 369788.8212000001 3284824.729, 369789.9711999996 3284821.920600001, 369786.3232000005 3284820.4268))"
7091,19.08,"POLYGON ((369772.5980000002 3284764.536800001, 369772.5641999999 3284767.4746, 369776.2753999997 3284767.309900001, 369776.3783999998 3284766.3364, 369776.4955000002 3284766.339500001, 369776.5171999997 3284764.3628, 369772.5980000002 3284764.536800001))"
