,height,geometry
2184,32.41,"POLYGON ((370273.983 3285054.5646, 370271.8326000003 3285051.591399999, 370269.8240999999 3285053.096000001, 370271.9800000004 3285056.0768, 370273.6046000002 3285054.850299999, 370273.983 3285054.5646))"
2185,27.99,"POLYGON ((370259.8962000003 3285031.1151, 370257.4768000003 3285027.9586, 370252.9665000001 3285029.447899999, 370252.648 3285029.677100001, 370253.7940999996 3285031.2128, 370256.1337000001 3285029.554199999, 370258.2585000005 3285032.2699, 370259.8962000003 3285031.1151))"
2186,24.41,"POLYGON ((370291.6699000001 3285023.7004, 370289.0477 3285024.1492, 370290.8415999999 3285034.968, 370293.557 3285034.445, 370291.6699000001 3285023.7004))"
2187,24.02,"POLYGON ((370293.3744999999 3285045.6538, 370295.574 3285045.084000001, 370295.9170000004 3285044.995100001, 370293.6755999997 3285035.9782, 370291.1237000003 3285036.613500001, 370293.3744999999 3285045.6538))"
2188,27.12,"POLYGON ((370268.6793 3285035.926999999, 370272.0519000003 3285033.6118, 370269.4331999999 3285029.6186, 370271.3168000001 3285028.339199999, 370273.9283999996 3285032.3236, 370277.3485000003 3285029.9758, 370273.9030999998 3285024.8366, 370265.2910000002 3285030.7217, 370268.6793 3285035.926999999))"
2189,32.86,"POLYGON ((370307.4101999998 3285051.984200001, 370302.9187000003 3285056.085200001, 370305.6023000004 3285059.021500001, 370310.0777000003 3285054.921599999, 370307.4101999998 3285051.984200001))"
2190,32.8,"POLYGON ((370319.1053999998 3285093.400800001, 370315.6534000002 3285089.594799999, 370313.7914000005 3285091.3486, 370308.7429 3285096.103599999, 370312.4471000005 3285099.906500001, 370319.1053999998 3285093.400800001))"
2191,32.91,"POLYGON ((370294.7459000004 3285081.629899999, 370297.1862000003 3285079.4756, 370294.3870000001 3285076.3048, 370297.0780999996 3285073.929, 370294.3750999998 3285070.8671, 370289.9291000003 3285074.853599999, 370292.5894999998 3285077.8266, 370291.8970999997 3285078.4462, 370294.7459000004 3285081.629899999))"
2192,32.05,"POLYGON ((370299.8773999996 3285077.0998, 370301.1555000003 3285078.424699999, 370301.7523999996 3285077.809900001, 370303.5246000001 3285079.772299999, 370307.9398999996 3285075.7458, 370304.5392000005 3285071.9529, 370299.3657 3285076.520199999, 370299.8773999996 3285077.0998))"
2193,26.89,"POLYGON ((370309.8574000001 3285073.997099999, 370307.0023999996 3285070.8695, 370310.6845000004 3285067.388900001, 370310.4809999997 3285067.165899999, 370312.1425000001 3285065.4838, 370309.0573000005 3285062.3726, 370301.8656000001 3285068.971100001, 370304.5392000005 3285071.9529, 370307.9398999996 3285075.7458, 370309.8574000001 3285073.997099999))"
2194,28.71,"POLYGON ((370306.7333000004 3285060.028999999, 370298.7745000003 3285067.0089, 370301.1994000003 3285069.5823, 370301.8656000001 3285068.971100001, 370309.0573000005 3285062.3726, 370306.7333000004 3285060.028999999))"
2195,32.8,"POLYGON ((370319.1053999998 3285093.400800001, 370312.8251999998 3285099.5372, 370317.3585000001 3285104.0381, 370324.1069 3285097.376599999, 370329.7649999997 3285092.228800001, 370325.0710000005 3285087.249299999, 370320.1118000001 3285091.708000001, 370320.4518999998 3285092.083000001, 370319.1053999998 3285093.400800001))"
2196,33.53,"POLYGON ((370328.7313000001 3285107.807399999, 370330.8153999997 3285104.7356, 370325.1596999997 3285101.0891, 370323.2680000002 3285103.957900001, 370328.7313000001 3285107.807399999))"
2197,29.77,"POLYGON ((370327.8082999997 3285097.0725, 370325.1596999997 3285101.0891, 370330.8153999997 3285104.7356, 370333.4639999997 3285100.831700001, 370327.8082999997 3285097.0725))"
2198,30.29,"POLYGON ((370337.7777000004 3285096.4724, 370335.8909999998 3285100.3638, 370345.7165000001 3285105.4782, 370347.6185999997 3285101.8079, 370343.2482000003 3285099.438300001, 370341.7830999997 3285102.1961, 370339.9740000004 3285101.2848, 370341.4627 3285098.4703, 370337.7777000004 3285096.4724))"
2199,35.18,"POLYGON ((370351.5610999996 3285094.200099999, 370347.8476 3285092.2158, 370345.8742000004 3285095.971000001, 370349.5844999999 3285098.0144, 370351.5610999996 3285094.200099999))"
2200,19.89,"POLYGON ((370339.3441000003 3285087.6721, 370335.7176000001 3285090.3772, 370345.8742000004 3285095.971000001, 370347.8476 3285092.2158, 370339.3441000003 3285087.6721))"
2201,35.18,"POLYGON ((370351.5610999996 3285094.200099999, 370353.4963999996 3285090.465500001, 370350.3792000003 3285088.777899999, 370348.3936000001 3285092.5076, 370351.5610999996 3285094.200099999))"
2202,19.89,"POLYGON ((370339.3441000003 3285087.6721, 370347.8476 3285092.2158, 370348.3936000001 3285092.5076, 370350.3792000003 3285088.777899999, 370343.2940999996 3285084.942, 370339.3441000003 3285087.6721))"
2203,30.14,"POLYGON ((370344.7710999995 3285065.262499999, 370348.6524 3285063.290100001, 370345.4950999999 3285057.226, 370341.6731000002 3285059.187899999, 370344.7710999995 3285065.262499999))"
2204,29.34,"POLYGON ((370348.0130000003 3285071.6194, 370351.9374000002 3285069.599199999, 370348.6524 3285063.290100001, 370344.7710999995 3285065.262499999, 370348.0130000003 3285071.6194))"
2205,35.62,"POLYGON ((370413.3119000001 3284953.465399999, 370414.3641999997 3284943.501, 370409.8048999999 3284944.3935, 370408.7966999998 3284951.245300001, 370403.2136000004 3284951.1196, 370403.0166999996 3284949.67, 370399.3512000004 3284949.664899999, 370399.8515999997 3284953.349300001, 370413.3119000001 3284953.465399999))"
2206,33.44,"POLYGON ((370409.8048999999 3284944.3935, 370398.9244999997 3284946.523600001, 370399.3512000004 3284949.664899999, 370403.0166999996 3284949.67, 370403.2136000004 3284951.1196, 370408.7966999998 3284951.245300001, 370409.8048999999 3284944.3935))"
2207,21.61,"POLYGON ((369696.4565000003 3285089.831499999, 369694.5828 3285089.822000001, 369694.6798 3285112.029999999, 369696.2889999999 3285112.0417, 369696.4565000003 3285089.831499999))"
2208,29.03,"POLYGON ((369686.1388999997 3285157.890900001, 369665.2155999998 3285161.448899999, 369665.7960000001 3285165.0886, 369686.7567999996 3285161.5242, 369686.1388999997 3285157.890900001))"
2209,28.16,"POLYGON ((369687.3152999999 3285164.808900001, 369666.3277000003 3285168.377900001, 369667.8941000002 3285177.9213, 369688.9303000001 3285174.305500001, 369687.3152999999 3285164.808900001))"
2210,21.2,"POLYGON ((369662.8095000004 3285155.589400001, 369663.1549000004 3285158.9023, 369669.301 3285158.210999999, 369668.8558999998 3285154.959000001, 369662.8095000004 3285155.589400001))"
2211,21.1,"POLYGON ((369663.9708000002 3285056.642999999, 369663.9831999997 3285058.899800001, 369665.2429999998 3285058.9048, 369665.2304999996 3285056.6361, 369663.9708000002 3285056.642999999))"
2212,23.73,"POLYGON ((369659.5460000001 3285126.273600001, 369670.0349000003 3285125.8851, 369669.7833000002 3285101.023800001, 369659.2262000004 3285101.0999, 369659.5460000001 3285126.273600001))"
2213,21.2,"POLYGON ((369662.8095000004 3285155.589400001, 369668.8558999998 3285154.959000001, 369669.5078999996 3285154.8201, 369669.4589999998 3285153.896400001, 369666.6518000001 3285126.010399999, 369659.7518999996 3285126.266000001, 369662.8095000004 3285155.589400001))"
2214,24.69,"POLYGON ((369676.5481000002 3285073.6767, 369694.3339999998 3285073.4671, 369694.2642999999 3285069.668099999, 369676.5120000001 3285069.923699999, 369676.5481000002 3285073.6767))"
2215,25.46,"POLYGON ((369700.8662 3285124.304199999, 369707.6045000004 3285123.6259, 369704.9364999998 3285114.742000001, 369701.2264999999 3285115.881899999, 369701.2454000004 3285115.9561, 369700.0562000005 3285116.258400001, 369700.8662 3285124.304199999))"
2216,24.0,"POLYGON ((369690.3969000001 3285056.707800001, 369690.4200999998 3285058.2212, 369680.1220000004 3285058.3791, 369680.0987 3285056.856799999, 369665.3062000005 3285057.070699999, 369665.5245000003 3285068.864600001, 369694.2258000001 3285067.9133, 369694.0997000001 3285056.654300001, 369690.3969000001 3285056.707800001))"
2217,31.99,"POLYGON ((369742.0517999995 3285043.9868, 369747.1826999998 3285045.101399999, 369748.4889000002 3285038.6697, 369743.4338999996 3285037.499399999, 369742.0517999995 3285043.9868))"
2218,32.54,"POLYGON ((369743.4338999996 3285037.499399999, 369748.4889000002 3285038.6697, 369749.1153999995 3285035.585200001, 369744.0810000002 3285034.4619, 369743.4338999996 3285037.499399999))"
2219,0.0,"POLYGON ((369747.1826999998 3285045.101399999, 369752.1809999999 3285046.187200001, 369753.0317000002 3285042.364700001, 369747.9774000002 3285041.1885, 369747.1826999998 3285045.101399999))"
2220,25.46,"POLYGON ((369757.9796000002 3284969.3587, 369757.2171999998 3284972.7541, 369756.9496999998 3284972.7051, 369756.8751999997 3284973.1119, 369755.8587999996 3284972.9114, 369755.6516000004 3284974.0715, 369764.3743000003 3284975.669399999, 369764.2779000001 3284972.1359, 369757.9796000002 3284969.3587))"
2221,31.87,"POLYGON ((369749.1179 3285035.572699999, 369748.6418000003 3285037.9167, 369753.7587000001 3285039.098300001, 369754.2873 3285036.723099999, 369749.1179 3285035.572699999))"
2222,35.84,"POLYGON ((369747.9774000002 3285041.1885, 369753.0317000002 3285042.364700001, 369753.7587000001 3285039.098300001, 369748.6418000003 3285037.9167, 369747.9774000002 3285041.1885))"
2223,22.6,"POLYGON ((369718.3321000002 3285038.379000001, 369715.1036 3285037.8423, 369713.9923 3285044.528100001, 369717.5 3285044.9712, 369718.3580999998 3285038.383300001, 369718.3321000002 3285038.379000001))"
2224,23.71,"POLYGON ((369743.7237999998 3285034.042300001, 369754.0544999996 3285036.043099999, 369754.4411000004 3285033.556299999, 369744.3113000002 3285031.3883, 369743.7237999998 3285034.042300001))"
2225,23.79,"POLYGON ((369728.5483999997 3284970.3595, 369722.5939999996 3284997.893200001, 369723.1622000001 3284998.0284, 369723.0778999999 3284998.3938, 369730.9395000003 3285000.336200001, 369737.1140999999 3284972.0715, 369728.5483999997 3284970.3595))"
2226,30.54,"POLYGON ((369748.3700999999 3284965.1215, 369764.2779000001 3284972.1359, 369768.9323000005 3284962.0403, 369763.0552000003 3284959.344699999, 369763.1003 3284959.2466, 369758.9430999998 3284957.292400001, 369758.8800999997 3284957.4298, 369752.9590999996 3284954.7141, 369748.3700999999 3284965.1215))"
2227,22.12,"POLYGON ((369709.7307000002 3284987.063200001, 369708.0202000001 3284993.9405, 369719.8787000002 3284996.750499999, 369721.6198000005 3284989.231699999, 369712.6353000002 3284987.080600001, 369712.4687000001 3284987.7519, 369709.7307000002 3284987.063200001))"
2228,26.55,"POLYGON ((369734.1047999999 3285001.352600001, 369724.4358999999 3285045.7327, 369741.0839999998 3285045.9663, 369744.3113000002 3285031.3883, 369754.4411000004 3285033.556299999, 369756.8218 3285018.2423, 369743.9565000003 3285015.443700001, 369746.4292000001 3285004.021600001, 369734.1047999999 3285001.352600001))"
2229,25.58,"POLYGON ((369763.1376 3284982.5658, 369764.3743000003 3284975.669399999, 369755.6516000004 3284974.0715, 369754.4129999997 3284981.0079, 369763.1376 3284982.5658))"
2230,25.93,"POLYGON ((369763.1398999998 3284982.553099999, 369754.4129999997 3284981.0079, 369750.0908000004 3285005.2129, 369748.9515000004 3285005.009199999, 369747.0960999997 3285015.531500001, 369756.9002999999 3285017.203400001, 369763.1398999998 3284982.553099999))"
2231,27.7,"POLYGON ((369741.9249 3285044.582699999, 369747.0560999997 3285045.7246, 369747.1826999998 3285045.101399999, 369742.0517999995 3285043.9868, 369741.9249 3285044.582699999))"
2232,0.0,"POLYGON ((369747.1826999998 3285045.101399999, 369747.0560999997 3285045.7246, 369752.8197999997 3285047.007200001, 369754.9661999997 3285036.874199999, 369754.2873 3285036.723099999, 369752.1809999999 3285046.187200001, 369747.1826999998 3285045.101399999))"
2233,20.4,"POLYGON ((369612.3761 3284640.216, 369612.5729 3284638.611500001, 369598.4172 3284636.9749, 369598.0482000001 3284639.050899999, 369601.9488000004 3284639.4341, 369602.0018999996 3284638.986400001, 369612.3761 3284640.216))"
2234,23.29,"POLYGON ((369683.4764 3284659.495999999, 369683.0888999999 3284664.145099999, 369685.4039000003 3284664.338099999, 369685.8394999998 3284659.6929, 369683.4764 3284659.495999999))"
2235,23.2,"POLYGON ((369698.7320999997 3284651.8478, 369687.1574999997 3284650.7303, 369686.8545000004 3284653.8586, 369687.8711000001 3284653.9571, 369687.7948000003 3284654.744200001, 369691.3738000002 3284655.0908, 369691.2682999996 3284656.180199999, 369698.3812999995 3284656.8706, 369698.7320999997 3284651.8478))"
2236,22.76,"POLYGON ((369683.9132000003 3284652.7532, 369686.9332999997 3284653.045700001, 369687.1574999997 3284650.7303, 369684.1366999997 3284650.4386, 369683.9132000003 3284652.7532))"
2237,21.6,"POLYGON ((369710.3265000004 3284654.662799999, 369722.5948000001 3284655.7391, 369722.9231000002 3284651.9979, 369710.6394999996 3284650.8741, 369710.3265000004 3284654.662799999))"
2238,23.06,"POLYGON ((369636.7993999999 3284663.296800001, 369636.2045999998 3284666.5733, 369647.2644999996 3284668.5811, 369647.8746999996 3284665.3073, 369636.7993999999 3284663.296800001))"
2239,23.22,"POLYGON ((369637.1297000004 3284661.357999999, 369641.8482999997 3284662.253900001, 369643.0652000001 3284654.9998, 369638.3498999998 3284654.1964, 369637.1297000004 3284661.357999999))"
2240,23.41,"POLYGON ((369637.0054000001 3284662.087300001, 369638.4040999999 3284653.8783, 369624.1760999998 3284651.338199999, 369622.7208000002 3284659.489700001, 369637.0054000001 3284662.087300001))"
2241,26.0,"POLYGON ((369618.8245000001 3284692.709100001, 369618.5723999999 3284692.646400001, 369620.3613999998 3284685.5064, 369620.5350000001 3284685.5493, 369620.8608999997 3284684.229800001, 369617.2050999999 3284683.3291, 369614.2611999996 3284695.1238, 369616.6946999999 3284695.726299999, 369617.2377000004 3284693.551000001, 369618.5345999999 3284693.874700001, 369618.8245000001 3284692.709100001))"
2242,20.5,"POLYGON ((369613.6770000001 3284629.608200001, 369599.4859999996 3284627.9572, 369598.4172 3284636.9749, 369612.5729 3284638.611500001, 369613.6770000001 3284629.608200001))"
2243,26.13,"POLYGON ((369769.0336999996 3284661.265699999, 369780.8629999999 3284661.8684, 369781.3232000005 3284652.8358, 369769.4923999999 3284652.2623, 369769.0336999996 3284661.265699999))"
2244,26.13,"POLYGON ((369769.0336999996 3284661.265699999, 369769.4923999999 3284652.2623, 369757.4496999998 3284651.6785, 369756.7932000002 3284660.642100001, 369769.0336999996 3284661.265699999))"
2245,20.5,"POLYGON ((369781.7439999999 3284674.047900001, 369794.0285 3284674.5514, 369794.9106999999 3284663.6578, 369782.0876000002 3284663.098300001, 369781.7439999999 3284674.047900001))"
2246,27.32,"POLYGON ((369768.8565999996 3284667.7794, 369781.6794999996 3284668.171700001, 369781.7959000003 3284664.366, 369769.0109000001 3284663.9748, 369768.8565999996 3284667.7794))"
2247,27.32,"POLYGON ((369768.8565999996 3284667.7794, 369768.5983999996 3284674.1461, 369781.4841999998 3284674.554099999, 369781.6794999996 3284668.171700001, 369768.8565999996 3284667.7794))"
2248,29.14,"POLYGON ((369760.3830000004 3284667.4418, 369755.9162999997 3284667.260600001, 369755.6536999997 3284673.736199999, 369760.0828 3284673.876499999, 369760.3830000004 3284667.4418))"
2249,29.14,"POLYGON ((369760.3830000004 3284667.4418, 369760.0828 3284673.876499999, 369768.4217999997 3284674.1405, 369768.7224000003 3284666.7279, 369764.4742000001 3284666.5557, 369764.4315999998 3284667.605900001, 369760.3830000004 3284667.4418))"
2250,32.18,"POLYGON ((369760.5568000004 3284663.7161, 369756.0656000003 3284663.5787, 369755.9162999997 3284667.260600001, 369760.3830000004 3284667.4418, 369760.5568000004 3284663.7161))"
2251,32.18,"POLYGON ((369760.5568000004 3284663.7161, 369760.3830000004 3284667.4418, 369764.4315999998 3284667.605900001, 369764.4742000001 3284666.5557, 369768.7224000003 3284666.7279, 369768.8343000002 3284663.9694, 369760.5568000004 3284663.7161))"
2252,26.54,"POLYGON ((369675.2137000002 3284665.0528, 369674.9101 3284669.1424, 369681.148 3284669.6668, 369681.4396000002 3284665.515000001, 369675.2137000002 3284665.0528))"
2253,26.54,"POLYGON ((369675.2137000002 3284665.0528, 369681.4396000002 3284665.515000001, 369681.7434 3284661.188300001, 369675.5347999996 3284660.727399999, 369675.2137000002 3284665.0528))"
2254,28.65,"POLYGON ((369674.9101 3284669.1424, 369675.4434000002 3284661.957800001, 369671.2621999998 3284661.576300001, 369671.3743000003 3284660.3478, 369667.8126999997 3284660.0228, 369667.0690000001 3284668.5076, 369674.9101 3284669.1424))"
2255,25.65,"POLYGON ((369690.7012999998 3284659.8539, 369685.8875000002 3284659.181299999, 369685.4039000003 3284664.338099999, 369682.7537000002 3284664.1172, 369682.1967000002 3284670.8014, 369689.7482000003 3284671.623500001, 369690.7012999998 3284659.8539))"
2256,27.88,"POLYGON ((369723.3372 3284660.831499999, 369740.9356000004 3284662.002499999, 369741.7565000001 3284645.9617, 369724.6228999998 3284644.4849, 369723.3372 3284660.831499999))"
2257,22.76,"POLYGON ((369683.9132000003 3284652.7532, 369683.7209999999 3284654.743899999, 369683.9216999998 3284654.7599, 369683.4764 3284659.495999999, 369685.8394999998 3284659.6929, 369685.8875000002 3284659.181299999, 369690.7012999998 3284659.8539, 369690.6815999998 3284660.0964, 369690.8874000004 3284660.113600001, 369691.3738000002 3284655.0908, 369687.7948000003 3284654.744200001, 369687.8711000001 3284653.9571, 369686.8545000004 3284653.8586, 369686.9332999997 3284653.045700001, 369683.9132000003 3284652.7532))"
2258,25.5,"POLYGON ((369703.1715000002 3284670.7885, 369708.1969999997 3284671.123199999, 369708.4634999996 3284667.3912, 369703.4243999999 3284667.0844, 369703.1715000002 3284670.7885))"
2259,26.3,"POLYGON ((369698.1152999997 3284670.4519, 369703.1715000002 3284670.7885, 369703.4243999999 3284667.0844, 369698.3898 3284666.778000001, 369698.1152999997 3284670.4519))"
2260,30.7,"POLYGON ((369703.7291000001 3284662.622300001, 369703.4243999999 3284667.0844, 369708.4634999996 3284667.3912, 369708.7823999999 3284662.926100001, 369703.7291000001 3284662.622300001))"
2261,30.7,"POLYGON ((369703.7291000001 3284662.622300001, 369708.7823999999 3284662.926100001, 369709.1091 3284658.3511, 369704.0444 3284658.0053, 369703.7291000001 3284662.622300001))"
2262,30.78,"POLYGON ((369698.7227999996 3284662.3213, 369698.3898 3284666.778000001, 369703.4243999999 3284667.0844, 369703.7291000001 3284662.622300001, 369698.7227999996 3284662.3213))"
2263,30.78,"POLYGON ((369698.7227999996 3284662.3213, 369703.7291000001 3284662.622300001, 369704.0444 3284658.0053, 369699.0707 3284657.6657, 369698.7227999996 3284662.3213))"
2264,20.6,"POLYGON ((369723.5900999997 3284644.394400001, 369711.2607000005 3284643.354499999, 369710.6394999996 3284650.8741, 369722.9231000002 3284651.9979, 369723.5900999997 3284644.394400001))"
2265,28.38,"POLYGON ((369653.7555 3284643.0627, 369653.0268999999 3284651.427300001, 369665.4658000004 3284652.4353, 369666.1879000003 3284644.1456, 369653.7555 3284643.0627))"
2266,28.38,"POLYGON ((369653.7308 3284643.0605, 369668.3764000004 3284644.336300001, 369669.1847000001 3284635.0569, 369665.5341999996 3284634.751499999, 369665.4212999996 3284636.1007, 369658.0471999999 3284635.483899999, 369658.1601 3284634.1347, 369654.5346999997 3284633.8314, 369653.7308 3284643.0605))"
2267,20.2,"POLYGON ((369648.1875 3284644.236300001, 369646.7819999997 3284653.199100001, 369650.7649999997 3284653.8408, 369652.1770000001 3284644.7082, 369648.1875 3284644.236300001))"
2268,23.66,"POLYGON ((369628.9817000004 3284683.455399999, 369628.0085000005 3284687.395400001, 369620.3613999998 3284685.5064, 369618.5723999999 3284692.646400001, 369629.8748000003 3284695.456900001, 369632.6176000005 3284684.353499999, 369628.9817000004 3284683.455399999))"
2269,31.91,"POLYGON ((369633.7562999995 3284680.9586, 369631.7226 3284689.744000001, 369636.8666000003 3284691.014, 369637.3585000001 3284688.8892, 369642.5575000001 3284690.092800001, 369643.3691999996 3284686.662699999, 369638.1677000001 3284685.4586, 369638.9422000004 3284682.185799999, 369633.7562999995 3284680.9586))"
2270,31.91,"POLYGON ((369633.7562999995 3284680.9586, 369638.9422000004 3284682.185799999, 369638.1677000001 3284685.4586, 369643.3691999996 3284686.662699999, 369645.5014000004 3284677.6526, 369635.0719999997 3284675.2754, 369633.7562999995 3284680.9586))"
2271,31.78,"POLYGON ((369635.0719999997 3284675.2754, 369645.5014000004 3284677.6526, 369646.0181999998 3284675.468900001, 369635.5891000004 3284673.0415, 369635.0719999997 3284675.2754))"
2272,28.65,"POLYGON ((369667.3783999998 3284659.919299999, 369651.3026999999 3284658.510299999, 369650.5597000001 3284667.0144, 369666.6648000004 3284668.471000001, 369667.3783999998 3284659.919299999))"
2273,26.98,"POLYGON ((369671.2062999997 3284676.772, 369663.0849000001 3284676.1149, 369662.8956000004 3284678.574899999, 369671.0115999999 3284679.178400001, 369671.2062999997 3284676.772))"
2274,26.8,"POLYGON ((369663.0849000001 3284676.1149, 369674.7954000002 3284677.0624, 369675.1595999999 3284671.930299999, 369663.4764 3284671.025800001, 369663.0849000001 3284676.1149))"
2275,25.8,"POLYGON ((369648.8492000001 3284671.517100001, 369648.2766000004 3284679.0065, 369662.4664000003 3284679.7568, 369662.8942999998 3284674.159399999, 369652.4210000001 3284673.4607, 369652.5354000004 3284671.7466, 369648.8492000001 3284671.517100001))"
2276,25.59,"POLYGON ((369647.7346999999 3284685.101500001, 369647.1140000001 3284692.726600001, 369653.0745000001 3284693.1669, 369653.6945000002 3284685.5507, 369647.7346999999 3284685.101500001))"
2277,29.26,"POLYGON ((369647.7346999999 3284685.101500001, 369654.5415000003 3284685.614600001, 369654.8605000004 3284681.161699999, 369648.0986000001 3284680.6316, 369647.7346999999 3284685.101500001))"
2278,20.22,"POLYGON ((369669.0303999996 3284682.875600001, 369654.7858999996 3284682.203299999, 369654.5415000003 3284685.614600001, 369654.4637000002 3284685.6087, 369654.0546000004 3284694.2765, 369668.4683999997 3284694.782099999, 369669.0303999996 3284682.875600001))"
2279,24.22,"POLYGON ((369669.5239000004 3284687.7393, 369675.2783000004 3284688.034600001, 369675.4806000004 3284683.749299999, 369669.7426000005 3284683.478499999, 369669.5239000004 3284687.7393))"
2280,24.22,"POLYGON ((369669.5239000004 3284687.7393, 369669.2960999999 3284692.177100001, 369675.0685999999 3284692.4782, 369675.2783000004 3284688.034600001, 369669.5239000004 3284687.7393))"
2281,32.02,"POLYGON ((369669.2960999999 3284692.177100001, 369669.1677000001 3284694.6788, 369674.9517999999 3284694.9539, 369675.0685999999 3284692.4782, 369669.2960999999 3284692.177100001))"
2282,27.81,"POLYGON ((369675.3689000001 3284686.115900001, 369681.0094999997 3284686.396600001, 369681.1753000002 3284683.0638, 369675.5262000002 3284682.7827, 369675.3689000001 3284686.115900001))"
2283,27.81,"POLYGON ((369675.3689000001 3284686.115900001, 369675.1814999999 3284690.087200001, 369680.8125999998 3284690.353, 369681.0094999997 3284686.396600001, 369675.3689000001 3284686.115900001))"
2284,27.32,"POLYGON ((369675.1814999999 3284690.087200001, 369674.9517999999 3284694.9539, 369680.5703999996 3284695.221100001, 369680.8125999998 3284690.353, 369675.1814999999 3284690.087200001))"
2285,22.22,"POLYGON ((369696.4685000004 3284697.7371, 369696.7079999996 3284692.945, 369688.7396999998 3284692.546599999, 369688.5072999997 3284697.1965, 369696.4685000004 3284697.7371))"
2286,26.67,"POLYGON ((369696.7079999996 3284692.945, 369696.4227 3284698.652899999, 369709.3229999999 3284699.379699999, 369709.7099000001 3284691.607100001, 369696.9433000004 3284690.901799999, 369696.8607000001 3284692.9526, 369696.7079999996 3284692.945))"
2287,20.3,"POLYGON ((369698.7056 3284684.149499999, 369698.3208999997 3284690.9779, 369709.7099000001 3284691.607100001, 369710.0987 3284683.794600001, 369706.3629999999 3284683.6087, 369706.3084000004 3284684.5778, 369698.7056 3284684.149499999))"
2288,27.5,"POLYGON ((369697.193 3284684.7009, 369688.9644999998 3284684.3917, 369688.6583000002 3284692.5426, 369696.8607000001 3284692.9526, 369697.193 3284684.7009))"
2289,30.38,"POLYGON ((369710.2736 3284687.681299999, 369720.4195999997 3284688.2064, 369720.6204000004 3284684.326300001, 369710.4912 3284683.802100001, 369710.2736 3284687.681299999))"
2290,30.38,"POLYGON ((369710.2736 3284687.681299999, 369710.0250000004 3284692.1117, 369720.1902000001 3284692.637700001, 369720.4195999997 3284688.2064, 369710.2736 3284687.681299999))"
2291,31.22,"POLYGON ((369710.0250000004 3284692.1117, 369709.6310000001 3284699.135500001, 369719.8258999996 3284699.677999999, 369720.1902000001 3284692.637700001, 369710.0250000004 3284692.1117))"
2292,31.39,"POLYGON ((369756.8694000002 3284691.687100001, 369762.4726999998 3284692.033299999, 369762.7598000001 3284686.369899999, 369757.1676000003 3284686.1208, 369756.8694000002 3284691.687100001))"
2293,31.39,"POLYGON ((369756.8694000002 3284691.687100001, 369756.5242999997 3284698.1282, 369762.1507000001 3284698.385199999, 369762.4726999998 3284692.033299999, 369756.8694000002 3284691.687100001))"
2294,31.73,"POLYGON ((369762.4726999998 3284692.033299999, 369768.0438000001 3284692.377499999, 369768.3044999996 3284686.616800001, 369762.7598000001 3284686.369899999, 369762.4726999998 3284692.033299999))"
2295,31.73,"POLYGON ((369762.4726999998 3284692.033299999, 369762.1507000001 3284698.385199999, 369767.7604 3284698.6415, 369768.0438000001 3284692.377499999, 369762.4726999998 3284692.033299999))"
2296,29.63,"POLYGON ((369776.0294000003 3284694.7336, 369779.1678999998 3284694.8638, 369779.3760000002 3284691.3572, 369776.1749999998 3284691.224400001, 369776.0294000003 3284694.7336))"
2297,27.25,"POLYGON ((369768.3044999996 3284686.616800001, 369767.9523999998 3284694.398399999, 369776.0294000003 3284694.7336, 369776.1749999998 3284691.224400001, 369779.3760000002 3284691.3572, 369779.6272999998 3284687.121099999, 369768.3044999996 3284686.616800001))"
2298,22.79,"POLYGON ((369756.3545000004 3284698.0743, 369757.0410000002 3284686.1151, 369745.7149999999 3284685.6107, 369745.2939999998 3284697.5955, 369756.3545000004 3284698.0743))"
2299,21.22,"POLYGON ((369767.7604 3284698.6415, 369778.9134999998 3284699.151000001, 369779.1678999998 3284694.8638, 369767.9523999998 3284694.398399999, 369767.7604 3284698.6415))"
2300,29.07,"POLYGON ((369790.0635000002 3284699.9792, 369790.6518999999 3284687.5276, 369779.6272999998 3284687.121099999, 369778.8954999996 3284699.4548, 369790.0635000002 3284699.9792))"
2301,25.52,"POLYGON ((369603.3444999997 3284652.283, 369610.3613 3284653.482100001, 369611.6095000003 3284645.9641, 369604.6297000004 3284644.801999999, 369603.3444999997 3284652.283))"
2302,24.37,"POLYGON ((369595.5115999999 3284650.944399999, 369603.3444999997 3284652.283, 369604.6297000004 3284644.801999999, 369596.7101999996 3284643.4833, 369595.5115999999 3284650.944399999))"
2303,20.45,"POLYGON ((369597.0870000003 3284641.137399999, 369596.7101999996 3284643.4833, 369604.6297000004 3284644.801999999, 369605.0319999997 3284642.4603, 369597.0870000003 3284641.137399999))"
2304,20.76,"POLYGON ((369604.6297000004 3284644.801999999, 369611.6095000003 3284645.9641, 369611.9987000003 3284643.620200001, 369605.0319999997 3284642.4603, 369604.6297000004 3284644.801999999))"
2305,20.0,"POLYGON ((369587.9018000001 3284639.6875, 369587.4030999998 3284643.4507, 369596.1094000004 3284644.5342, 369596.3256999999 3284642.7963, 369591.7062999997 3284642.2214, 369591.9581000004 3284640.197699999, 369587.9018000001 3284639.6875))"
2306,27.64,"POLYGON ((369587.4030999998 3284643.4507, 369586.5981000001 3284649.524800001, 369595.3455999997 3284650.672, 369596.1094000004 3284644.5342, 369587.4030999998 3284643.4507))"
