,height,geometry,木,涂料,红砖,金属,面砖,玻璃,青砖
651,0.0,"POLYGON ((369584.6797039397 3284889.407594364, 369588.1967459386 3284889.818688139, 369588.44629882 3284887.683681451, 369588.6794826882 3284887.71235843, 369588.8213233026 3284886.558996147, 369585.079748896 3284886.018819273, 369584.6797039397 3284889.407594364))",0,1,0,0,0,0,0
652,27.4237,"POLYGON ((369652.2878120011 3284883.358283004, 369645.0077722492 3284883.704417683, 369645.4238833366 3284889.917596009, 369652.459904056 3284889.683269955, 369652.2878120011 3284883.358283004))",0,0,0,0,1,0,0
653,22.28514,"POLYGON ((369638.7374195373 3284889.506340809, 369637.637372544 3284884.334429488, 369633.622452233 3284884.654345773, 369634.9051649421 3284890.297177553, 369638.7374195373 3284889.506340809))",0,0,1,0,0,0,0
654,30.63155,"POLYGON ((369989.4862973504 3284890.743578965, 369993.1790842423 3284890.372656973, 369992.7254566597 3284885.847513633, 369989.0625879448 3284886.214701619, 369989.4862973504 3284890.743578965))",0,0,0,0,1,0,0
655,28.38067,"POLYGON ((369896.0239701085 3284883.015490811, 369886.2508142926 3284880.302166255, 369884.0457380936 3284888.723193593, 369887.5591415921 3284889.779442744, 369887.1846239623 3284890.825087911, 369889.9200214073 3284891.514597734, 369891.1250552554 3284886.625926107, 369895.2017231835 3284887.391863536, 369896.0239701085 3284883.015490811))",0,1,0,0,0,0,0
656,27.46882,"POLYGON ((369895.2017231835 3284887.391863536, 369891.1250552554 3284886.625926107, 369889.9200214073 3284891.514597734, 369894.2233278304 3284892.599329341, 369895.2017231835 3284887.391863536))",0,1,0,0,0,0,0
657,21.08804,"POLYGON ((369534.5582528822 3284891.975753823, 369537.7888012081 3284892.784574959, 369539.1337243374 3284888.521003649, 369535.8483028812 3284887.484633204, 369534.5582528822 3284891.975753823))",0,1,0,0,0,0,0
658,25.80591,"POLYGON ((369843.7347941669 3284893.747688834, 369850.4898232063 3284894.834938603, 369851.3212313764 3284889.669440756, 369844.5660722293 3284888.582170049, 369843.7347941669 3284893.747688834))",0,1,0,0,0,0,0
659,27.1221,"POLYGON ((369989.9003700353 3284895.201071171, 369993.62567693 3284894.827624006, 369993.1790842423 3284890.372656973, 369989.4862973504 3284890.743578965, 369989.9003700353 3284895.201071171))",0,0,0,0,1,0,0
660,27.71315,"POLYGON ((369661.0903173247 3284888.736614868, 369661.3557672594 3284895.98273069, 369665.5127426498 3284895.866640463, 369665.3686678084 3284888.584293921, 369661.0903173247 3284888.736614868))",0,0,0,0,1,0,0
661,27.1221,"POLYGON ((369989.9003700353 3284895.201071171, 369989.4862973504 3284890.743578965, 369980.7200033721 3284891.624109399, 369981.1886508847 3284896.074386291, 369989.9003700353 3284895.201071171))",0,0,0,0,0,0,0
662,21.35487,"POLYGON ((369588.1967459386 3284889.818688139, 369584.6797039397 3284889.407594364, 369583.9009112548 3284896.004736068, 369587.4223448727 3284896.443943031, 369588.1967459386 3284889.818688139))",0,1,0,0,0,0,0
663,23.00292,"POLYGON ((369690.8320679469 3284888.147377748, 369679.9347204473 3284884.078625621, 369677.4271846116 3284893.994193885, 369688.5209005317 3284897.045286033, 369690.8320679469 3284888.147377748))",0,0,1,0,0,0,0
664,0.0,"POLYGON ((369588.1967459386 3284889.818688139, 369587.4223448727 3284896.443943031, 369598.4058332685 3284897.813846644, 369599.4887739625 3284889.041686207, 369588.6794826882 3284887.71235843, 369588.44629882 3284887.683681451, 369588.1967459386 3284889.818688139))",0,1,0,0,0,0,0
665,30.18492,"POLYGON ((369909.201790737 3284895.039069759, 369906.3951874534 3284894.763093168, 369906.109898923 3284897.906632209, 369908.9229941368 3284898.161931662, 369909.201790737 3284895.039069759))",0,0,0,0,1,0,0
666,0.0,"POLYGON ((369599.1805968871 3284889.003786555, 369599.4887739625 3284889.041686207, 369598.4058332685 3284897.813846644, 369601.8904815177 3284898.248465598, 369603.1015544971 3284888.265808361, 369599.3263479136 3284887.818627162, 369599.1805968871 3284889.003786555))",0,1,0,0,0,0,0
667,24.26201,"POLYGON ((369843.1640991168 3284897.296764581, 369849.918680856 3284898.383417772, 369850.4898232063 3284894.834938603, 369843.7347941669 3284893.747688834, 369843.1640991168 3284897.296764581))",0,1,0,0,0,0,0
668,23.06536,"POLYGON ((369851.803834796 3284886.671049578, 369849.9218274178 3284898.363868348, 369853.6627353337 3284898.989474924, 369854.0602111602 3284896.43230602, 369856.0047466457 3284896.666021695, 369857.3901210856 3284887.570185386, 369851.803834796 3284886.671049578))",0,1,0,0,0,0,0
669,30.76236,"POLYGON ((369990.3154914789 3284899.606536545, 369994.0663450668 3284899.223490939, 369993.62567693 3284894.827624006, 369989.9003700353 3284895.201071171, 369990.3154914789 3284899.606536545))",0,0,0,0,1,0,0
670,30.76236,"POLYGON ((369990.3154914789 3284899.606536545, 369989.9003700353 3284895.201071171, 369981.1886508847 3284896.074386291, 369981.6233248636 3284900.49420015, 369990.3154914789 3284899.606536545))",0,0,0,0,1,0,0
671,22.52483,"POLYGON ((369624.2404650776 3284891.401875501, 369617.1297701737 3284893.816615816, 369617.3236972606 3284894.392288189, 369614.0271842955 3284895.502786426, 369616.2361551635 3284901.914251151, 369619.7901458573 3284900.729983313, 369619.3618575279 3284899.286805978, 369626.0010965178 3284897.056769656, 369626.4440336432 3284898.431498842, 369629.8838441614 3284897.302974079, 369627.7417048337 3284890.882767944, 369624.4402482109 3284891.994931549, 369624.2404650776 3284891.401875501))",0,1,0,0,0,0,0
672,27.71276,"POLYGON ((369845.2156192278 3284898.261603089, 369842.6923510013 3284897.856397331, 369841.9423511308 3284901.876242924, 369844.4580986779 3284902.290817237, 369845.2156192278 3284898.261603089))",0,1,0,0,0,0,0
673,24.22308,"POLYGON ((369700.0654698173 3284892.819478063, 369690.2787945103 3284890.27745983, 369687.7052978128 3284900.754360598, 369697.1154731074 3284903.131818572, 369698.4368016925 3284897.544571502, 369700.0654698173 3284892.819478063))",0,0,0,0,1,0,0
674,28.30088,"POLYGON ((369896.9053495368 3284900.67915041, 369892.7879802957 3284899.781281421, 369891.9839325109 3284902.919106854, 369896.1192737166 3284904.049859134, 369896.9053495368 3284900.67915041))",0,1,0,0,0,0,0
675,29.9009,"POLYGON ((369905.3386138352 3284904.959449288, 369908.1649074955 3284905.251907712, 369908.5950668706 3284902.136444446, 369905.6378080044 3284901.851735298, 369905.3386138352 3284904.959449288))",0,0,0,0,1,0,0
676,26.23791,"POLYGON ((369901.9271683898 3284904.606440693, 369905.3386138352 3284904.959449288, 369905.6378080044 3284901.851735298, 369908.5950668706 3284902.136444446, 369908.1649074955 3284905.251907712, 369911.5223210156 3284905.599325204, 369912.5353405448 3284895.366861619, 369909.201790737 3284895.039069759, 369908.9229941368 3284898.161931662, 369906.109898923 3284897.906632209, 369906.3951874534 3284894.763093168, 369903.0165734598 3284894.430870088, 369901.9271683898 3284904.606440693))",0,0,0,0,1,0,0
677,28.11903,"POLYGON ((369706.9801932704 3284908.356200604, 369710.4658873668 3284909.751062242, 369714.2961580586 3284900.073662274, 369710.8149355184 3284898.755634753, 369706.9801932704 3284908.356200604))",0,0,1,0,0,0,0
678,22.40696,"POLYGON ((369683.9863225333 3284906.51162461, 369682.7410231577 3284911.427708915, 369685.6304327855 3284912.066400925, 369686.5285574803 3284907.316935519, 369683.9863225333 3284906.51162461))",0,0,1,0,0,0,0
679,20.84791,"POLYGON ((369582.3358010137 3284906.384064863, 369578.0624995334 3284907.146499503, 369579.0433712332 3284912.41255445, 369583.2709007999 3284911.625121703, 369582.3358010137 3284906.384064863))",0,0,1,0,0,0,0
680,32.28623,"POLYGON ((369765.4635735713 3284912.49987109, 369758.7416540924 3284909.749261657, 369757.8621583953 3284912.92968625, 369764.1605244745 3284915.589105947, 369765.4635735713 3284912.49987109))",0,0,0,0,1,0,0
681,24.6718,"POLYGON ((369717.8934088862 3284903.911931017, 369714.8322529709 3284911.203010201, 369713.9046220221 3284910.857056731, 369712.4881192455 3284914.361059831, 369716.3407857222 3284915.938568711, 369720.7865389306 3284905.245793359, 369717.8934088862 3284903.911931017))",0,1,0,0,0,0,0
682,28.66766,"POLYGON ((369716.3407857222 3284915.938568711, 369718.5035701348 3284916.837793229, 369719.8121201163 3284913.690249491, 369717.6494024396 3284912.791128015, 369716.3407857222 3284915.938568711))",0,1,0,0,0,0,0
683,22.69872,"POLYGON ((369846.3698814409 3284908.640459243, 369836.6405725516 3284906.619568458, 369834.9461880308 3284914.776956538, 369844.5844509453 3284916.883526031, 369846.3698814409 3284908.640459243))",0,0,1,0,0,0,0
684,23.11191,"POLYGON ((369686.5234131804 3284896.495919345, 369678.8267051727 3284894.379102448, 369676.5568146454 3284902.632383393, 369676.37838348 3284903.28493016, 369676.205608258 3284903.938997192, 369676.0385019183 3284904.59453547, 369675.8770769946 3284905.251495862, 369675.7379968762 3284905.838205621, 369675.6034480967 3284906.425971089, 369675.4734386662 3284907.014757272, 369675.3479763232 3284907.604529107, 369675.2270685388 3284908.195251485, 369675.110722512 3284908.786889231, 369673.9898120975 3284915.374284899, 369684.511025507 3284917.986053474, 369685.6304327855 3284912.066400925, 369682.7410231577 3284911.427708915, 369686.5234131804 3284896.495919345))",0,1,0,0,0,0,0
685,28.19574,"POLYGON ((369710.2663114015 3284910.249793259, 369710.4658873668 3284909.751062242, 369706.9801932704 3284908.356200604, 369706.9680992924 3284908.386478789, 369701.8817430604 3284920.938650766, 369705.2816007063 3284922.286404911, 369710.2663114015 3284910.249793259))",0,0,0,0,1,0,0
686,27.48438,"POLYGON ((369705.3442382412 3284922.318857504, 369708.7237798395 3284923.672529304, 369712.9652190553 3284912.506483302, 369709.8469675863 3284911.278036293, 369705.3442382412 3284922.318857504))",0,0,0,0,1,0,0
687,29.8345,"POLYGON ((369712.4881192455 3284914.361059831, 369708.7214048682 3284923.67878167, 369712.4815274691 3284925.220726227, 369716.3352079606 3284915.951984158, 369712.4881192455 3284914.361059831))",0,0,0,0,1,0,0
688,31.46943,"POLYGON ((369662.0185886053 3284925.304849816, 369662.6444764491 3284920.420126887, 369657.917014502 3284919.973349558, 369657.5302662784 3284924.839858904, 369662.0185886053 3284925.304849816))",0,1,0,0,0,0,0
689,19.94222,"POLYGON ((369667.6758883893 3284919.852647644, 369666.6917389408 3284924.720883774, 369672.0026565222 3284925.794524508, 369673.2014564378 3284920.844072975, 369667.6758883893 3284919.852647644))",0,1,0,0,0,0,0
690,30.74845,"POLYGON ((369732.9637267888 3284924.311179517, 369729.5449404037 3284922.926985815, 369728.4712931188 3284925.374065788, 369731.9919341747 3284926.767139416, 369732.9637267888 3284924.311179517))",0,0,0,0,1,0,0
691,29.00372,"POLYGON ((369718.5035701348 3284916.837793229, 369716.3407857222 3284915.938568711, 369712.4815274691 3284925.220726227, 369718.2681946494 3284927.546181427, 369723.3647740139 3284915.167218709, 369719.8121201163 3284913.690249491, 369718.5035701348 3284916.837793229))",0,0,0,0,1,0,0
692,23.55747,"POLYGON ((369661.6301368093 3284928.336510221, 369662.0185886053 3284925.304849816, 369657.5302662784 3284924.839858904, 369657.2798576262 3284927.990787521, 369661.6301368093 3284928.336510221))",0,1,0,0,0,0,0
693,30.35638,"POLYGON ((369721.990615203 3284918.629728448, 369718.4001663262 3284927.567190241, 369724.2138115345 3284929.934569852, 369728.115331904 3284921.067911232, 369721.990615203 3284918.629728448))",0,0,0,0,1,0,0
694,28.07359,"POLYGON ((369665.7137322742 3284929.558733745, 369669.7176686302 3284930.368158689, 369670.6956752948 3284925.530308722, 369666.6917389408 3284924.720883774, 369665.7137322742 3284929.558733745))",0,1,0,0,0,0,0
695,23.4992,"POLYGON ((369673.1926352931 3284920.880499948, 369672.0026565222 3284925.794524508, 369671.6751613142 3284925.728318963, 369670.9383341679 3284929.373139918, 369675.8545952113 3284930.703944134, 369678.4911658959 3284921.929958865, 369673.1926352931 3284920.880499948))",0,1,0,0,0,0,0
696,22.92404,"POLYGON ((369730.6986146076 3284932.542404927, 369733.9530954547 3284924.711753786, 369732.9637267888 3284924.311179517, 369731.9919341747 3284926.767139416, 369728.4712931188 3284925.374065788, 369729.5449404037 3284922.926985815, 369727.6371772792 3284922.154573211, 369724.2185523547 3284929.923795793, 369730.6986146076 3284932.542404927))",0,0,0,0,1,0,0
697,24.26007,"POLYGON ((369699.6864886312 3284934.792073924, 369701.4287286894 3284930.141751848, 369696.1702628285 3284928.068362581, 369694.499174499 3284932.971281974, 369699.6864886312 3284934.792073924))",1,0,0,0,0,0,0
698,27.38107,"POLYGON ((369667.8123443509 3284919.177648697, 369663.0643869089 3284918.437685361, 369660.946304014 3284934.655726247, 369664.3621449759 3284935.496681044, 369665.189182288 3284932.153495349, 369667.8123443509 3284919.177648697))",0,0,0,0,1,0,0
699,31.15336,"POLYGON ((369661.6301368093 3284928.336510221, 369657.2798576262 3284927.990787521, 369656.7191639701 3284935.046077643, 369660.6816891283 3284935.738641743, 369661.6301368093 3284928.336510221))",0,1,0,0,0,0,0
700,27.43995,"POLYGON ((369665.410057093 3284931.060906501, 369664.4975573262 3284935.574717224, 369663.7646291088 3284937.852046231, 369673.1792986123 3284940.725763135, 369675.2042052634 3284934.017134484, 369665.410057093 3284931.060906501))",0,0,1,0,0,0,0
701,23.75168,"POLYGON ((369808.1662966982 3284936.573183082, 369807.4002186889 3284938.270554442, 369807.2713641375 3284938.212156355, 369806.2907247273 3284940.471553689, 369806.7547131125 3284940.662780998, 369806.0310112936 3284942.448018868, 369810.006943373 3284944.102869891, 369812.4936372153 3284938.209294617, 369808.1662966982 3284936.573183082))",0,1,0,0,0,0,0
702,31.83845,"POLYGON ((369720.1904772529 3284943.642824486, 369724.5496106939 3284945.297974519, 369726.0305694854 3284941.416628957, 369721.6706330935 3284939.749730451, 369720.1904772529 3284943.642824486))",0,0,0,0,1,0,0
703,27.65642,"POLYGON ((369756.7652455335 3284944.296281792, 369762.4818813242 3284946.919964636, 369765.1931515578 3284941.045720227, 369759.4906079685 3284938.267768823, 369756.7652455335 3284944.296281792))",0,1,0,0,0,0,0
704,27.04532,"POLYGON ((369895.1974971965 3284947.833383029, 369896.2961710943 3284939.687218951, 369890.8175938856 3284938.601544691, 369889.7473648433 3284944.087480603, 369889.9278387344 3284944.124475034, 369889.3223359426 3284947.031906739, 369895.1974971965 3284947.833383029))",0,1,0,0,0,0,0
705,27.95441,"POLYGON ((369721.9967008205 3284951.988724774, 369724.5496106939 3284945.297974519, 369720.1904772529 3284943.642824486, 369717.6634988301 3284950.289262891, 369721.9967008205 3284951.988724774))",0,0,0,0,1,0,0
706,27.02496,"POLYGON ((369735.7950867517 3284953.655542603, 369738.1556223566 3284947.403182523, 369732.5884374203 3284945.165702177, 369730.2119565913 3284951.414239744, 369735.7950867517 3284953.655542603))",0,0,0,0,1,0,0
707,29.45604,"POLYGON ((369657.7634109072 3284950.222686406, 369657.8284342568 3284950.077428741, 369656.3639959507 3284949.42188547, 369655.2664690781 3284953.091039164, 369656.8467340553 3284953.812847691, 369658.3211105354 3284950.468555862, 369657.7634109072 3284950.222686406))",0,1,0,0,0,0,0
708,31.60953,"POLYGON ((369730.2119565913 3284951.414239744, 369729.2175483927 3284954.028860861, 369734.7713779816 3284956.367044106, 369735.7950867517 3284953.655542603, 369730.2119565913 3284951.414239744))",0,0,0,0,1,0,0
709,28.31588,"POLYGON ((369664.1651897561 3284957.15565653, 369667.2850190755 3284950.195817111, 369659.3250328712 3284946.734131014, 369657.8284342568 3284950.077428741, 369657.7634109072 3284950.222686406, 369658.3211105354 3284950.468555862, 369656.8467340553 3284953.812847691, 369664.1651897561 3284957.15565653))",0,1,0,0,0,0,0
710,22.06283,"POLYGON ((369669.4825801598 3284951.32159243, 369667.7177454336 3284955.103365134, 369674.464839343 3284958.61824239, 369676.632360911 3284954.541392667, 369669.4825801598 3284951.32159243))",0,1,0,0,0,0,0
711,28.75879,"POLYGON ((369901.9138431866 3284957.743260112, 369911.7002649121 3284958.6250592, 369911.9587998185 3284953.841606814, 369902.3305802895 3284953.118209936, 369901.9138431866 3284957.743260112))",0,1,0,0,0,0,0
712,30.10746,"POLYGON ((369675.2231800696 3284957.191893872, 369681.5048713991 3284960.394205956, 369682.9890379757 3284957.428641206, 369676.626743488 3284954.551958373, 369675.2231800696 3284957.191893872))",0,1,0,0,0,0,0
713,25.21558,"POLYGON ((369608.743355101 3284962.197975248, 369615.7269345783 3284961.854869928, 369615.5038569598 3284956.678229272, 369608.4900595723 3284957.042387895, 369608.743355101 3284962.197975248))",0,0,0,0,1,0,0
714,31.4119,"POLYGON ((369729.2175483927 3284954.028860861, 369726.8686492918 3284960.204877133, 369732.4453993663 3284962.527872942, 369734.7713779816 3284956.367044106, 369729.2175483927 3284954.028860861))",0,0,0,0,1,0,0
715,21.23646,"POLYGON ((369623.2806638284 3284951.817688746, 369615.9524207376 3284951.897095939, 369616.125398621 3284962.831344584, 369623.5063428357 3284962.677966911, 369623.2806638284 3284951.817688746))",0,1,0,0,0,0,0
716,30.72095,"POLYGON ((369680.01816177 3284963.364852063, 369681.5048713991 3284960.394205956, 369675.2231800696 3284957.191893872, 369673.6644636011 3284960.123653762, 369680.01816177 3284963.364852063))",0,1,0,0,0,0,0
717,28.12639,"POLYGON ((369615.7269345783 3284961.854869928, 369608.743355101 3284962.197975248, 369608.8698440026 3284964.772535501, 369615.8379132617 3284964.430192208, 369615.7269345783 3284961.854869928))",0,0,0,0,1,0,0
718,24.95189,"POLYGON ((369651.8076635189 3284963.752489442, 369655.3696348667 3284965.178372273, 369656.7600678699 3284962.046697795, 369653.3220669804 3284960.55211325, 369651.8076635189 3284963.752489442))",0,0,0,0,1,0,0
719,27.05353,"POLYGON ((369667.7177454336 3284955.103365134, 369663.9221700076 3284963.236706655, 369670.2629376855 3284966.521518584, 369674.464839343 3284958.61824239, 369667.7177454336 3284955.103365134))",0,1,0,0,0,0,0
720,28.20064,"POLYGON ((369615.8379132617 3284964.430192208, 369608.8698440026 3284964.772535501, 369609.0329507077 3284968.092415933, 369615.9833091348 3284967.804184552, 369615.8379132617 3284964.430192208))",0,0,0,0,1,0,0
721,30.51741,"POLYGON ((369661.2344355071 3284963.991816754, 369656.7600678699 3284962.046697795, 369654.9423704911 3284966.140700508, 369659.3579478115 3284968.145194121, 369661.2344355071 3284963.991816754))",0,0,0,0,1,0,0
722,32.52911,"POLYGON ((369703.9982915698 3284965.654210152, 369711.2799107851 3284968.678903565, 369712.4514471591 3284965.803577995, 369705.1753243851 3284962.79513252, 369703.9982915698 3284965.654210152))",0,0,0,0,1,0,0
723,26.99419,"POLYGON ((369670.253525448 3284966.539221885, 369677.5703614997 3284970.263304522, 369679.540546624 3284965.585127853, 369679.0338886371 3284965.331562368, 369680.01816177 3284963.364852063, 369673.6644636011 3284960.123653762, 369670.253525448 3284966.539221885))",0,1,0,0,0,0,0
724,31.3928,"POLYGON ((369659.889173653 3284968.386349183, 369654.9423704911 3284966.140700508, 369654.0190804396 3284968.220228167, 369651.322385448 3284967.022921825, 369650.4313375438 3284970.486751623, 369657.85940874 3284972.878987037, 369659.889173653 3284968.386349183))",0,1,0,0,0,0,0
725,35.66454,"POLYGON ((369885.9748056605 3284973.212608464, 369891.2416802663 3284973.940296438, 369892.1353315683 3284967.240700077, 369886.9237370603 3284966.507322095, 369885.9748056605 3284973.212608464))",0,1,0,0,0,0,0
726,24.08364,"POLYGON ((369689.0653503072 3284971.837277589, 369696.4341490017 3284975.036737241, 369699.8530102996 3284966.733716596, 369696.2743131956 3284965.17589302, 369696.7158956025 3284964.161471551, 369692.8935430963 3284962.507219417, 369689.0653503072 3284971.837277589))",0,0,0,0,1,0,0
727,35.68342,"POLYGON ((369890.7508681305 3284977.619856019, 369891.2416802663 3284973.940296438, 369885.9748056605 3284973.212608464, 369885.4655696042 3284976.810944002, 369890.7508681305 3284977.619856019))",0,1,0,0,0,0,0
728,27.75156,"POLYGON ((369718.2593703242 3284972.758255318, 369722.0033543743 3284973.952252356, 369723.6293479251 3284969.715684207, 369719.8533965545 3284968.151679294, 369719.3405991318 3284969.459858727, 369712.2511841329 3284966.680856364, 369707.9179529259 3284977.3757177, 369710.4332841178 3284978.419204621, 369712.0701118661 3284974.473621963, 369716.6906418484 3284976.390452087, 369718.2593703242 3284972.758255318))",0,0,0,0,1,0,0
729,24.78107,"POLYGON ((369877.5556030655 3284965.973774418, 369873.6494810637 3284965.223105907, 369872.3561289078 3284972.045906777, 369867.8700494207 3284971.197193947, 369866.8111767303 3284976.909453884, 369875.2220483916 3284978.512771947, 369877.5556030655 3284965.973774418))",0,0,0,0,1,0,0
730,24.30302,"POLYGON ((369658.3822263163 3284975.149801645, 369667.782694851 3284979.843955593, 369671.0138996933 3284973.212647099, 369661.6044559004 3284968.541957729, 369658.3822263163 3284975.149801645))",0,0,0,0,1,0,0
731,24.0621,"POLYGON ((369671.1601273017 3284973.266648067, 369667.8568400415 3284979.879662249, 369674.3439781237 3284983.247507459, 369677.6620104816 3284976.548810901, 369671.1601273017 3284973.266648067))",0,0,0,0,1,0,0
732,30.8768,"POLYGON ((369890.7508681305 3284977.619856019, 369885.4655696042 3284976.810944002, 369884.58167536 3284983.05666844, 369889.9235353842 3284983.822270138, 369890.7508681305 3284977.619856019))",0,1,0,0,0,0,0
733,20.22988,"POLYGON ((369791.5728212483 3284973.618384784, 369786.5335988617 3284972.166815652, 369784.0684225932 3284978.310829448, 369784.1953827059 3284979.479483739, 369784.7807449298 3284979.642913859, 369783.7229339061 3284983.431705194, 369788.37509136 3284984.707841674, 369791.5728212483 3284973.618384784))",0,0,0,0,1,0,0
734,21.06053,"POLYGON ((369654.4604632836 3284984.80684478, 369655.9318199139 3284985.475115767, 369657.4750632551 3284982.280454554, 369658.9524533404 3284982.955254557, 369661.5308876587 3284976.72209573, 369658.3822263163 3284975.149801645, 369654.4604632836 3284984.80684478))",0,1,0,0,0,0,0
735,32.21282,"POLYGON ((369831.2043683724 3284986.432857756, 369832.0344867697 3284982.134550117, 369828.4430771107 3284981.530488087, 369827.600566973 3284985.749598702, 369831.2043683724 3284986.432857756))",0,0,0,0,1,0,0
736,33.06669,"POLYGON ((369805.3961099694 3284982.294263814, 369803.776698201 3284987.912180535, 369806.9032068271 3284988.726962583, 369808.4277627897 3284982.977315959, 369805.3961099694 3284982.294263814))",0,0,0,0,1,0,0
737,24.11464,"POLYGON ((369658.0749920281 3284986.448516577, 369663.4067893112 3284988.961813191, 369664.9408648368 3284985.690469945, 369657.4750632551 3284982.280454554, 369655.9318199139 3284985.475115767, 369658.0749920281 3284986.448516577))",0,1,0,0,0,0,0
738,25.04323,"POLYGON ((369766.6912818523 3284987.059974145, 369777.5745661799 3284990.011957031, 369779.5706746727 3284983.000385262, 369772.3482823782 3284980.911960384, 369772.5961207598 3284980.054861793, 369768.9529223787 3284979.120814195, 369766.6912818523 3284987.059974145))",0,0,0,0,1,0,0
739,22.61444,"POLYGON ((369668.50364062 3284986.811378334, 369668.5335953152 3284986.824855007, 369666.7757101404 3284990.429806337, 369670.9371599648 3284990.676052636, 369672.5823480431 3284987.322442427, 369669.0875512296 3284985.588584529, 369668.50364062 3284986.811378334))",0,1,0,0,0,0,0
740,24.15099,"POLYGON ((369638.9657730469 3284986.386104407, 369639.1194781763 3284991.324416408, 369642.1921899123 3284991.425983932, 369642.3605225347 3284986.333434287, 369638.9657730469 3284986.386104407))",0,1,0,0,0,0,0
741,22.91855,"POLYGON ((369819.9902634174 3284992.346482325, 369826.0419272305 3284993.554933248, 369828.6184003036 3284980.652507013, 369822.5615631109 3284979.338188194, 369819.9902634174 3284992.346482325))",0,0,1,0,0,0,0
742,28.8825,"POLYGON ((369861.2483260399 3284994.094980754, 369865.6614970015 3284994.704843163, 369866.5025057513 3284988.619018946, 369862.0615076115 3284987.87755228, 369861.2483260399 3284994.094980754))",0,0,0,0,1,0,0
743,24.55234,"POLYGON ((369639.1194781763 3284991.324416408, 369639.226028054 3284994.747701872, 369642.0799484532 3284994.821613248, 369642.1921899123 3284991.425983932, 369639.1194781763 3284991.324416408))",0,1,0,0,0,0,0
744,30.26266,"POLYGON ((369635.5340229766 3284985.823549544, 369635.6713500135 3284997.561006123, 369639.3143501515 3284997.585356468, 369638.9470206285 3284985.783617819, 369635.5340229766 3284985.823549544))",0,0,0,0,1,0,0
745,25.44528,"POLYGON ((369798.4082823833 3284998.942996191, 369799.5111063477 3284992.929367948, 369796.4630959462 3284992.370401086, 369794.7687381804 3284998.292846369, 369798.4082823833 3284998.942996191))",0,1,0,0,0,0,0
746,32.4147,"POLYGON ((369865.0166112129 3284999.007499369, 369865.6614970015 3284994.704843163, 369860.9354184372 3284994.051739607, 369860.1292304462 3284998.278278548, 369865.0166112129 3284999.007499369))",0,0,1,0,0,0,0
747,27.21665,"POLYGON ((369806.8918675417 3284997.304988982, 369798.9429804264 3284996.160599839, 369798.5390402684 3284998.966354121, 369806.1864948794 3285000.332456848, 369806.8918675417 3284997.304988982))",0,1,0,0,0,0,0
748,30.54842,"POLYGON ((369905.8860875368 3285001.715214474, 369906.0080782212 3285000.569879089, 369906.4840403488 3285000.620574238, 369906.7991738357 3284994.738141648, 369902.8008624893 3284994.256529229, 369901.7294490039 3285001.085868331, 369905.8860875368 3285001.715214474))",0,0,0,0,1,0,0
749,23.25068,"POLYGON ((369643.2470711675 3285001.948808596, 369643.6456613112 3284998.703201717, 369642.8452388588 3284998.604902534, 369642.8862996241 3284998.205663314, 369639.5335172107 3284997.537592653, 369638.7523877816 3285001.4577723, 369643.2470711675 3285001.948808596))",0,0,1,0,0,0,0
750,22.71313,"POLYGON ((369888.3753849752 3284991.533657027, 369887.0383674325 3284998.114234366, 369888.9232717818 3284998.497202313, 369888.4278969876 3285001.844144246, 369894.422738824 3285003.023002265, 369895.4544391008 3284997.695483729, 369894.1955333082 3284997.411697095, 369894.9268391822 3284993.013034558, 369888.3753849752 3284991.533657027))",0,0,1,0,0,0,0
751,31.78402,"POLYGON ((369983.5760967275 3285000.01908648, 369980.4894844992 3285000.260720516, 369980.8247792358 3285004.543746438, 369983.974878571 3285004.347593103, 369983.5760967275 3285000.01908648))",0,0,0,0,1,0,0
752,24.21977,"POLYGON ((369773.100338554 3285003.25617631, 369783.630570842 3285005.05827317, 369785.341636424 3284995.135915115, 369774.7836946063 3284993.281407384, 369773.100338554 3285003.25617631))",0,1,0,0,0,0,0
753,28.54811,"POLYGON ((369783.726908613 3285005.037860733, 369788.1688216357 3285005.841050999, 369788.7137762811 3285002.648894912, 369791.0272954274 3285003.04466881, 369791.3601567838 3285001.040726732, 369792.5815578382 3285000.465187129, 369793.0785087934 3284997.587872624, 369789.7194704423 3284997.013336992, 369785.3151792735 3284996.146908376, 369783.726908613 3285005.037860733))",0,1,0,0,0,0,0
754,29.90735,"POLYGON ((369863.9410149101 3285005.91837446, 369865.0166112129 3284999.007499369, 369860.1292304462 3284998.278278548, 369858.8251219587 3285005.115226446, 369863.9410149101 3285005.91837446))",0,0,1,0,0,0,0
755,25.63156,"POLYGON ((369918.9827099079 3285005.745320803, 369914.367584344 3285005.466942094, 369914.3174043428 3285006.298855625, 369918.9424298974 3285006.577831492, 369918.9827099079 3285005.745320803))",0,0,0,0,1,0,0
756,27.66863,"POLYGON ((369900.8240838954 3285006.856791908, 369902.7896112781 3284994.328246014, 369898.619390538 3284993.539511943, 369896.5020608669 3285006.100145392, 369900.8240838954 3285006.856791908))",0,0,1,0,0,0,0
